date,measure,horizon,value
1982-04-01,Cleveland median,3m,5.592218279335759
1982-05-01,Cleveland median,3m,4.770551298330572
1982-06-01,Cleveland median,3m,5.406502771445787
1982-07-01,Cleveland median,3m,5.428076964035444
1982-08-01,Cleveland median,3m,6.7626011603658
1982-09-01,Cleveland median,3m,6.320078019546949
1982-10-01,Cleveland median,3m,5.818390820225372
1982-11-01,Cleveland median,3m,5.338071883111839
1982-12-01,Cleveland median,3m,4.866580425376044
1983-01-01,Cleveland median,3m,4.5234910269702056
1983-02-01,Cleveland median,3m,4.427194198471529
1983-03-01,Cleveland median,3m,4.612569578734771
1983-04-01,Cleveland median,3m,4.109676229290704
1983-05-01,Cleveland median,3m,4.16779993509111
1983-06-01,Cleveland median,3m,3.7502651302999235
1983-07-01,Cleveland median,3m,4.212677287784317
1983-08-01,Cleveland median,3m,3.756282824131185
1983-09-01,Cleveland median,3m,3.99552134051675
1983-10-01,Cleveland median,3m,4.3328235481422395
1983-11-01,Cleveland median,3m,3.749700767261155
1983-12-01,Cleveland median,3m,4.284721475067665
1984-01-01,Cleveland median,3m,3.6988071527251476
1984-02-01,Cleveland median,3m,4.3069741258006555
1984-03-01,Cleveland median,3m,4.284632849967851
1984-04-01,Cleveland median,3m,4.852817964852862
1984-05-01,Cleveland median,3m,5.099598376872527
1984-06-01,Cleveland median,3m,4.28524007017046
1984-07-01,Cleveland median,3m,4.2007506266529715
1984-08-01,Cleveland median,3m,4.2423152063715275
1984-09-01,Cleveland median,3m,4.778990834988295
1984-10-01,Cleveland median,3m,4.983958164441482
1984-11-01,Cleveland median,3m,4.369480579202012
1984-12-01,Cleveland median,3m,4.012086391205272
1985-01-01,Cleveland median,3m,4.225709265961708
1985-02-01,Cleveland median,3m,4.222569878180638
1985-03-01,Cleveland median,3m,5.055578671568894
1985-04-01,Cleveland median,3m,4.585843213379648
1985-05-01,Cleveland median,3m,4.182362605839618
1985-06-01,Cleveland median,3m,3.6789587434685522
1985-07-01,Cleveland median,3m,3.8303239255134347
1985-08-01,Cleveland median,3m,3.7451817137649446
1985-09-01,Cleveland median,3m,3.7354940362703593
1985-10-01,Cleveland median,3m,3.3241457243124772
1985-11-01,Cleveland median,3m,3.660154216361877
1985-12-01,Cleveland median,3m,3.36552275493196
1986-01-01,Cleveland median,3m,3.757208181880678
1986-02-01,Cleveland median,3m,4.2502559613955215
1986-03-01,Cleveland median,3m,4.236126172458321
1986-04-01,Cleveland median,3m,3.621058667794097
1986-05-01,Cleveland median,3m,3.4703094058203154
1986-06-01,Cleveland median,3m,3.2288152905972423
1986-07-01,Cleveland median,3m,3.790864860478149
1986-08-01,Cleveland median,3m,3.3732083637359356
1986-09-01,Cleveland median,3m,3.6983689488117255
1986-10-01,Cleveland median,3m,3.5723254651606196
1986-11-01,Cleveland median,3m,4.333668518841205
1986-12-01,Cleveland median,3m,4.299544125235744
1987-01-01,Cleveland median,3m,4.186729478101703
1987-02-01,Cleveland median,3m,4.036775552113991
1987-03-01,Cleveland median,3m,4.252178839414755
1987-04-01,Cleveland median,3m,4.5028246131533
1987-05-01,Cleveland median,3m,4.924607237763312
1987-06-01,Cleveland median,3m,4.834117139241978
1987-07-01,Cleveland median,3m,4.559113857788555
1987-08-01,Cleveland median,3m,3.668201487588907
1987-09-01,Cleveland median,3m,4.450872917554105
1987-10-01,Cleveland median,3m,4.385780525374172
1987-11-01,Cleveland median,3m,4.6729443742265175
1987-12-01,Cleveland median,3m,3.780909520202469
1988-01-01,Cleveland median,3m,3.5731039620250593
1988-02-01,Cleveland median,3m,3.983889094139492
1988-03-01,Cleveland median,3m,4.141074809528256
1988-04-01,Cleveland median,3m,4.62064376482858
1988-05-01,Cleveland median,3m,4.271743708086362
1988-06-01,Cleveland median,3m,4.095521587294071
1988-07-01,Cleveland median,3m,4.279661889269715
1988-08-01,Cleveland median,3m,4.554532851427151
1988-09-01,Cleveland median,3m,4.894731568039146
1988-10-01,Cleveland median,3m,4.982848217440439
1988-11-01,Cleveland median,3m,4.4405867793573695
1988-12-01,Cleveland median,3m,4.243185703535346
1989-01-01,Cleveland median,3m,3.6920180669275826
1989-02-01,Cleveland median,3m,4.254907171805766
1989-03-01,Cleveland median,3m,4.319519987066345
1989-04-01,Cleveland median,3m,4.4963240004396
1989-05-01,Cleveland median,3m,4.2458976067996534
1989-06-01,Cleveland median,3m,4.5768564900523945
1989-07-01,Cleveland median,3m,4.327406755090646
1989-08-01,Cleveland median,3m,4.3273701201177905
1989-09-01,Cleveland median,3m,4.065524407470633
1989-10-01,Cleveland median,3m,4.337641965767358
1989-11-01,Cleveland median,3m,4.784698996178149
1989-12-01,Cleveland median,3m,4.705304848169245
1990-01-01,Cleveland median,3m,4.77116783987106
1990-02-01,Cleveland median,3m,4.284289293951993
1990-03-01,Cleveland median,3m,4.460154798830684
1990-04-01,Cleveland median,3m,5.124435320865195
1990-05-01,Cleveland median,3m,5.019279081748751
1990-06-01,Cleveland median,3m,4.519271038170114
1990-07-01,Cleveland median,3m,4.292207731772568
1990-08-01,Cleveland median,3m,4.415927658519103
1990-09-01,Cleveland median,3m,5.177989069823541
1990-10-01,Cleveland median,3m,4.713969892240066
1990-11-01,Cleveland median,3m,4.494214960654541
1990-12-01,Cleveland median,3m,3.7454576122938343
1991-01-01,Cleveland median,3m,3.6108647058528787
1991-02-01,Cleveland median,3m,3.556762118810153
1991-03-01,Cleveland median,3m,3.2861866925941063
1991-04-01,Cleveland median,3m,2.7791187409260454
1991-05-01,Cleveland median,3m,2.571990086136222
1991-06-01,Cleveland median,3m,3.2523038813818905
1991-07-01,Cleveland median,3m,3.2224919693237375
1991-08-01,Cleveland median,3m,3.0845614616755057
1991-09-01,Cleveland median,3m,2.505156495690941
1991-10-01,Cleveland median,3m,2.8140429106454867
1991-11-01,Cleveland median,3m,3.0455365291067293
1991-12-01,Cleveland median,3m,3.454019613389958
1992-01-01,Cleveland median,3m,3.7128689843148432
1992-02-01,Cleveland median,3m,3.5247860978384393
1992-03-01,Cleveland median,3m,3.3022900535550903
1992-04-01,Cleveland median,3m,3.101201836426193
1992-05-01,Cleveland median,3m,2.9492980743123898
1992-06-01,Cleveland median,3m,2.7352184433885984
1992-07-01,Cleveland median,3m,2.261195036443686
1992-08-01,Cleveland median,3m,2.3807766676199105
1992-09-01,Cleveland median,3m,2.384113730832804
1992-10-01,Cleveland median,3m,2.618298934772567
1992-11-01,Cleveland median,3m,3.0244637080222514
1992-12-01,Cleveland median,3m,3.545987781299731
1993-01-01,Cleveland median,3m,3.7068481754712
1993-02-01,Cleveland median,3m,3.426414484512108
1993-03-01,Cleveland median,3m,3.0910039749053597
1993-04-01,Cleveland median,3m,2.993836952088791
1993-05-01,Cleveland median,3m,3.1164118509763528
1993-06-01,Cleveland median,3m,3.202186038768029
1993-07-01,Cleveland median,3m,3.0335370925626437
1993-08-01,Cleveland median,3m,2.60741846889625
1993-09-01,Cleveland median,3m,2.300026739875416
1993-10-01,Cleveland median,3m,2.084313634899737
1993-11-01,Cleveland median,3m,2.229800016117145
1993-12-01,Cleveland median,3m,2.3336372251457904
1994-01-01,Cleveland median,3m,2.7997487955455203
1994-02-01,Cleveland median,3m,2.8969151535755966
1994-03-01,Cleveland median,3m,3.1141335969300687
1994-04-01,Cleveland median,3m,3.201724446719867
1994-05-01,Cleveland median,3m,2.945699901618526
1994-06-01,Cleveland median,3m,3.089398953903677
1994-07-01,Cleveland median,3m,2.792598119238132
1994-08-01,Cleveland median,3m,2.8301150530763097
1994-09-01,Cleveland median,3m,2.3674357202542406
1994-10-01,Cleveland median,3m,2.256250754458944
1994-11-01,Cleveland median,3m,2.328681935565835
1994-12-01,Cleveland median,3m,2.578921211405616
1995-01-01,Cleveland median,3m,2.5338656666388903
1995-02-01,Cleveland median,3m,3.0509029218011463
1995-03-01,Cleveland median,3m,2.7732950238509524
1995-04-01,Cleveland median,3m,3.226458664742915
1995-05-01,Cleveland median,3m,2.7841856960493683
1995-06-01,Cleveland median,3m,2.770690571539025
1995-07-01,Cleveland median,3m,2.333135969857425
1995-08-01,Cleveland median,3m,2.1142968089076675
1995-09-01,Cleveland median,3m,2.1933138748928993
1995-10-01,Cleveland median,3m,2.3830924494155026
1995-11-01,Cleveland median,3m,2.7758201037756836
1995-12-01,Cleveland median,3m,2.8179761467225672
1996-01-01,Cleveland median,3m,2.7470275325907734
1996-02-01,Cleveland median,3m,2.4845337038585047
1996-03-01,Cleveland median,3m,2.300281873202459
1996-04-01,Cleveland median,3m,2.4222032592721376
1996-05-01,Cleveland median,3m,2.2688894978668994
1996-06-01,Cleveland median,3m,2.521974511200975
1996-07-01,Cleveland median,3m,2.3897825615705193
1996-08-01,Cleveland median,3m,2.7160687464412803
1996-09-01,Cleveland median,3m,2.6604521643059043
1996-10-01,Cleveland median,3m,2.799515011331666
1996-11-01,Cleveland median,3m,2.764237780375489
1996-12-01,Cleveland median,3m,2.846883902422692
1997-01-01,Cleveland median,3m,2.766878011021756
1997-02-01,Cleveland median,3m,2.7307192087969723
1997-03-01,Cleveland median,3m,2.5214385183478294
1997-04-01,Cleveland median,3m,2.5786778440273217
1997-05-01,Cleveland median,3m,2.4496882381404905
1997-06-01,Cleveland median,3m,2.2895253143051297
1997-07-01,Cleveland median,3m,2.2657799189271577
1997-08-01,Cleveland median,3m,2.2768417489570814
1997-09-01,Cleveland median,3m,2.332464409131152
1997-10-01,Cleveland median,3m,2.328849419538437
1997-11-01,Cleveland median,3m,2.2617991834822826
1997-12-01,Cleveland median,3m,2.341760170459617
1998-01-01,Cleveland median,3m,2.1000673342737253
1998-02-01,Cleveland median,3m,2.084646467641682
1998-03-01,Cleveland median,3m,2.141125964137136
1998-04-01,Cleveland median,3m,2.51873590255407
1998-05-01,Cleveland median,3m,2.5611673997435913
1998-06-01,Cleveland median,3m,2.747867724085129
1998-07-01,Cleveland median,3m,2.280613121777364
1998-08-01,Cleveland median,3m,2.289099674207451
1998-09-01,Cleveland median,3m,2.4011122940998275
1998-10-01,Cleveland median,3m,2.9644903161283542
1998-11-01,Cleveland median,3m,2.927864388506052
1998-12-01,Cleveland median,3m,2.671682340471171
1999-01-01,Cleveland median,3m,2.386388036869458
1999-02-01,Cleveland median,3m,2.469783666248171
1999-03-01,Cleveland median,3m,2.2172987380427722
1999-04-01,Cleveland median,3m,2.10979087105716
1999-05-01,Cleveland median,3m,2.1048751628792495
1999-06-01,Cleveland median,3m,2.3759041264385328
1999-07-01,Cleveland median,3m,2.312823058457436
1999-08-01,Cleveland median,3m,2.307967232087016
1999-09-01,Cleveland median,3m,2.303118396987114
1999-10-01,Cleveland median,3m,2.5122571421120954
1999-11-01,Cleveland median,3m,2.3043211994900448
1999-12-01,Cleveland median,3m,2.473908947200587
2000-01-01,Cleveland median,3m,2.339503624686645
2000-02-01,Cleveland median,3m,2.9867223525442244
2000-03-01,Cleveland median,3m,2.8451057993987394
2000-04-01,Cleveland median,3m,3.140110295088472
2000-05-01,Cleveland median,3m,2.6821034598609073
2000-06-01,Cleveland median,3m,2.644355718628022
2000-07-01,Cleveland median,3m,2.6360620158217607
2000-08-01,Cleveland median,3m,2.879301266312151
2000-09-01,Cleveland median,3m,2.7717478676489327
2000-10-01,Cleveland median,3m,2.859097007237388
2000-11-01,Cleveland median,3m,2.6416793440722675
2000-12-01,Cleveland median,3m,2.9328395610400015
2001-01-01,Cleveland median,3m,2.7296956465916233
2001-02-01,Cleveland median,3m,3.0945715787581207
2001-03-01,Cleveland median,3m,3.2909123705629595
2001-04-01,Cleveland median,3m,3.434297246166995
2001-05-01,Cleveland median,3m,3.2887338439667957
2001-06-01,Cleveland median,3m,3.0956363186397606
2001-07-01,Cleveland median,3m,3.199328120377065
2001-08-01,Cleveland median,3m,3.312988585998
2001-09-01,Cleveland median,3m,3.565541792049287
2001-10-01,Cleveland median,3m,3.4227594774960846
2001-11-01,Cleveland median,3m,3.278027931384142
2001-12-01,Cleveland median,3m,2.9848808425698037
2002-01-01,Cleveland median,3m,2.75536199652362
2002-02-01,Cleveland median,3m,2.6952218518684123
2002-03-01,Cleveland median,3m,2.806894216471245
2002-04-01,Cleveland median,3m,3.259857960754675
2002-05-01,Cleveland median,3m,3.0887512546468043
2002-06-01,Cleveland median,3m,2.812333540933487
2002-07-01,Cleveland median,3m,2.4706418284842657
2002-08-01,Cleveland median,3m,2.6673368663081343
2002-09-01,Cleveland median,3m,2.6081481489519387
2002-10-01,Cleveland median,3m,2.756896263502706
2002-11-01,Cleveland median,3m,2.6924805341563163
2002-12-01,Cleveland median,3m,2.877471420614097
2003-01-01,Cleveland median,3m,2.8005237978379727
2003-02-01,Cleveland median,3m,2.9838501458494315
2003-03-01,Cleveland median,3m,2.6424368200326898
2003-04-01,Cleveland median,3m,2.610120959202611
2003-05-01,Cleveland median,3m,1.7321619055166826
2003-06-01,Cleveland median,3m,1.6923359592158072
2003-07-01,Cleveland median,3m,1.315855169240221
2003-08-01,Cleveland median,3m,2.068207048349202
2003-09-01,Cleveland median,3m,2.293771639311304
2003-10-01,Cleveland median,3m,2.608090594527468
2003-11-01,Cleveland median,3m,2.663883195317651
2003-12-01,Cleveland median,3m,2.7452437634181814
2004-01-01,Cleveland median,3m,2.428821053836683
2004-02-01,Cleveland median,3m,2.161657916102655
2004-03-01,Cleveland median,3m,2.1674297204779647
2004-04-01,Cleveland median,3m,2.5631101488946317
2004-05-01,Cleveland median,3m,3.0494171907273993
2004-06-01,Cleveland median,3m,3.0738861794652905
2004-07-01,Cleveland median,3m,3.067304286866035
2004-08-01,Cleveland median,3m,2.6370085351101302
2004-09-01,Cleveland median,3m,2.5608526863111214
2004-10-01,Cleveland median,3m,2.2565822528113566
2004-11-01,Cleveland median,3m,2.0910817118796388
2004-12-01,Cleveland median,3m,1.951423290131249
2005-01-01,Cleveland median,3m,2.0644318788714644
2005-02-01,Cleveland median,3m,2.522720672719281
2005-03-01,Cleveland median,3m,2.9181070437090284
2005-04-01,Cleveland median,3m,2.9130238244791773
2005-05-01,Cleveland median,3m,2.4453004312461113
2005-06-01,Cleveland median,3m,2.2596111878734115
2005-07-01,Cleveland median,3m,2.0768644698880623
2005-08-01,Cleveland median,3m,2.387325423230857
2005-09-01,Cleveland median,3m,2.203751414875943
2005-10-01,Cleveland median,3m,2.7743810191433793
2005-11-01,Cleveland median,3m,2.863275801407017
2005-12-01,Cleveland median,3m,3.216853335840142
2006-01-01,Cleveland median,3m,2.7228297375008204
2006-02-01,Cleveland median,3m,2.874257978934369
2006-03-01,Cleveland median,3m,2.6171003052035458
2006-04-01,Cleveland median,3m,3.228191785357293
2006-05-01,Cleveland median,3m,3.2880764253692574
2006-06-01,Cleveland median,3m,3.9308843109912006
2006-07-01,Cleveland median,3m,4.044466006062386
2006-08-01,Cleveland median,3m,3.8793760653872855
2006-09-01,Cleveland median,3m,3.565850039025542
2006-10-01,Cleveland median,3m,3.191569788112014
2006-11-01,Cleveland median,3m,3.2468160062289586
2006-12-01,Cleveland median,3m,2.930375988882772
2007-01-01,Cleveland median,3m,3.1513720339046536
2007-02-01,Cleveland median,3m,3.2399559081631057
2007-03-01,Cleveland median,3m,3.559635489066193
2007-04-01,Cleveland median,3m,3.324520678468179
2007-05-01,Cleveland median,3m,2.7068077321765305
2007-06-01,Cleveland median,3m,2.2168178662832494
2007-07-01,Cleveland median,3m,2.0227329037407094
2007-08-01,Cleveland median,3m,2.136276932919956
2007-09-01,Cleveland median,3m,2.351054407733244
2007-10-01,Cleveland median,3m,2.7104308547296396
2007-11-01,Cleveland median,3m,3.0714760070698066
2007-12-01,Cleveland median,3m,3.539541199006657
2008-01-01,Cleveland median,3m,3.5049196657340964
2008-02-01,Cleveland median,3m,3.296282125379646
2008-03-01,Cleveland median,3m,2.731733494654831
2008-04-01,Cleveland median,3m,2.6322704800527674
2008-05-01,Cleveland median,3m,2.5772346337355145
2008-06-01,Cleveland median,3m,2.3013075148345497
2008-07-01,Cleveland median,3m,2.2251607447205
2008-08-01,Cleveland median,3m,2.440026713208754
2008-09-01,Cleveland median,3m,2.5574829382150055
2008-10-01,Cleveland median,3m,2.5922730816685613
2008-11-01,Cleveland median,3m,2.0984648109373616
2008-12-01,Cleveland median,3m,2.561146622774979
2009-01-01,Cleveland median,3m,1.8995693002128888
2009-02-01,Cleveland median,3m,2.346359005892773
2009-03-01,Cleveland median,3m,2.009176350919706
2009-04-01,Cleveland median,3m,2.4334758715085503
2009-05-01,Cleveland median,3m,1.9948086446262003
2009-06-01,Cleveland median,3m,1.9480969430269113
2009-07-01,Cleveland median,3m,1.8546163119127046
2009-08-01,Cleveland median,3m,1.3684463253863965
2009-09-01,Cleveland median,3m,1.064534467648004
2009-10-01,Cleveland median,3m,0.7223137028736781
2009-11-01,Cleveland median,3m,1.8315083086186235
2009-12-01,Cleveland median,3m,2.1850507035062527
2010-01-01,Cleveland median,3m,2.1323084861938124
2010-02-01,Cleveland median,3m,1.2035754848277902
2010-03-01,Cleveland median,3m,0.6762124354326327
2010-04-01,Cleveland median,3m,0.698437724568679
2010-05-01,Cleveland median,3m,0.7389752543733641
2010-06-01,Cleveland median,3m,0.7835443439518697
2010-07-01,Cleveland median,3m,0.9056627878788914
2010-08-01,Cleveland median,3m,0.7543283164775927
2010-09-01,Cleveland median,3m,1.1761840599141093
2010-10-01,Cleveland median,3m,1.322808259851871
2010-11-01,Cleveland median,3m,1.4732096782244852
2010-12-01,Cleveland median,3m,1.2463899917971588
2011-01-01,Cleveland median,3m,1.1250170892647349
2011-02-01,Cleveland median,3m,1.6048928514762029
2011-03-01,Cleveland median,3m,1.8113268424920559
2011-04-01,Cleveland median,3m,2.198246967798201
2011-05-01,Cleveland median,3m,2.172928165924981
2011-06-01,Cleveland median,3m,2.356960843062117
2011-07-01,Cleveland median,3m,2.2184066165704897
2011-08-01,Cleveland median,3m,2.1368128263050012
2011-09-01,Cleveland median,3m,2.1759395766427936
2011-10-01,Cleveland median,3m,2.230900501823574
2011-11-01,Cleveland median,3m,2.2899107473633107
2011-12-01,Cleveland median,3m,2.0386319293788757
2012-01-01,Cleveland median,3m,2.1249248451026492
2012-02-01,Cleveland median,3m,2.125713861760614
2012-03-01,Cleveland median,3m,2.060939045210919
2012-04-01,Cleveland median,3m,2.074199596467885
2012-05-01,Cleveland median,3m,2.0784818133310567
2012-06-01,Cleveland median,3m,2.0376305319822707
2012-07-01,Cleveland median,3m,1.6826382761570446
2012-08-01,Cleveland median,3m,1.5585360735485443
2012-09-01,Cleveland median,3m,1.8613106103313015
2012-10-01,Cleveland median,3m,2.1724955835149995
2012-11-01,Cleveland median,3m,2.238949022081793
2012-12-01,Cleveland median,3m,2.0015046947818416
2013-01-01,Cleveland median,3m,1.8957211558545906
2013-02-01,Cleveland median,3m,1.8783331816047077
2013-03-01,Cleveland median,3m,2.1246802764267825
2013-04-01,Cleveland median,3m,2.149211338512802
2013-05-01,Cleveland median,3m,1.9967524878637288
2013-06-01,Cleveland median,3m,1.9089677863862953
2013-07-01,Cleveland median,3m,2.075741977012413
2013-08-01,Cleveland median,3m,2.1690144884442875
2013-09-01,Cleveland median,3m,2.110648810739124
2013-10-01,Cleveland median,3m,2.014350141398724
2013-11-01,Cleveland median,3m,2.1498847600571525
2013-12-01,Cleveland median,3m,2.2745294665331928
2014-01-01,Cleveland median,3m,2.145867944800739
2014-02-01,Cleveland median,3m,2.0901674688977856
2014-03-01,Cleveland median,3m,1.8409465175787343
2014-04-01,Cleveland median,3m,1.8899732693124616
2014-05-01,Cleveland median,3m,2.037280248347173
2014-06-01,Cleveland median,3m,2.1909710257618897
2014-07-01,Cleveland median,3m,2.32778816521928
2014-08-01,Cleveland median,3m,2.3363233516241477
2014-09-01,Cleveland median,3m,2.2238775354610496
2014-10-01,Cleveland median,3m,2.230693982723553
2014-11-01,Cleveland median,3m,2.221623264426653
2014-12-01,Cleveland median,3m,2.5091499619201096
2015-01-01,Cleveland median,3m,2.2635483998228567
2015-02-01,Cleveland median,3m,2.109439268509239
2015-03-01,Cleveland median,3m,2.104907169894399
2015-04-01,Cleveland median,3m,2.088377764629268
2015-05-01,Cleveland median,3m,2.4270525964910084
2015-06-01,Cleveland median,3m,2.387183135024973
2015-07-01,Cleveland median,3m,2.5522403268123828
2015-08-01,Cleveland median,3m,2.33718359103372
2015-09-01,Cleveland median,3m,2.095854824428911
2015-10-01,Cleveland median,3m,2.1326224436327035
2015-11-01,Cleveland median,3m,1.8488076267625164
2015-12-01,Cleveland median,3m,1.8877177096645381
2016-01-01,Cleveland median,3m,1.6676377363961103
2016-02-01,Cleveland median,3m,2.0622267838069197
2016-03-01,Cleveland median,3m,2.263581606392817
2016-04-01,Cleveland median,3m,2.5932905805406525
2016-05-01,Cleveland median,3m,2.639474972450917
2016-06-01,Cleveland median,3m,2.7720662148424946
2016-07-01,Cleveland median,3m,2.5543713939192747
2016-08-01,Cleveland median,3m,2.3971461308035957
2016-09-01,Cleveland median,3m,2.1971898919091126
2016-10-01,Cleveland median,3m,2.2753838402651105
2016-11-01,Cleveland median,3m,2.0878407155969114
2016-12-01,Cleveland median,3m,1.8247665427824522
2017-01-01,Cleveland median,3m,1.813513180237969
2017-02-01,Cleveland median,3m,2.1342374010987486
2017-03-01,Cleveland median,3m,2.187832375891152
2017-04-01,Cleveland median,3m,2.1678994957084585
2017-05-01,Cleveland median,3m,1.7286675890515912
2017-06-01,Cleveland median,3m,1.61126130958813
2017-07-01,Cleveland median,3m,1.5787308548800727
2017-08-01,Cleveland median,3m,1.5088106907760412
2017-09-01,Cleveland median,3m,1.7209897887123127
2017-10-01,Cleveland median,3m,1.6218498589461783
2017-11-01,Cleveland median,3m,2.0174691056886074
2017-12-01,Cleveland median,3m,2.0846343137430834
2018-01-01,Cleveland median,3m,2.3040166569444187
2018-02-01,Cleveland median,3m,2.5166901405770714
2018-03-01,Cleveland median,3m,2.5547749447299095
2018-04-01,Cleveland median,3m,2.4452789767420047
2018-05-01,Cleveland median,3m,2.079142312976856
2018-06-01,Cleveland median,3m,2.1299182680914575
2018-07-01,Cleveland median,3m,2.2146572768557915
2018-08-01,Cleveland median,3m,2.1814349123307375
2018-09-01,Cleveland median,3m,2.1018155070873235
2018-10-01,Cleveland median,3m,2.2147864334630896
2018-11-01,Cleveland median,3m,2.4631421001286125
2018-12-01,Cleveland median,3m,2.7753149704957014
2019-01-01,Cleveland median,3m,2.6241784308211447
2019-02-01,Cleveland median,3m,2.582396336547954
2019-03-01,Cleveland median,3m,2.495736174619867
2019-04-01,Cleveland median,3m,2.6212698295311254
2019-05-01,Cleveland median,3m,3.1183727356828506
2019-06-01,Cleveland median,3m,2.857535600982253
2019-07-01,Cleveland median,3m,2.6425655051833807
2019-08-01,Cleveland median,3m,2.216327107022953
2019-09-01,Cleveland median,3m,2.3307348881138834
2019-10-01,Cleveland median,3m,2.445419844679142
2019-11-01,Cleveland median,3m,2.2903333152082705
2019-12-01,Cleveland median,3m,2.1352190274592564
2020-01-01,Cleveland median,3m,2.4263253572309296
2020-02-01,Cleveland median,3m,2.7284880914499654
2020-03-01,Cleveland median,3m,2.9668398548255315
2020-04-01,Cleveland median,3m,2.6094371919653137
2020-05-01,Cleveland median,3m,2.3184510650058776
2020-06-01,Cleveland median,3m,2.3611564681367714
2020-07-01,Cleveland median,3m,2.30768130382053
2020-08-01,Cleveland median,3m,2.3817782875040328
2020-09-01,Cleveland median,3m,2.127960733691947
2020-10-01,Cleveland median,3m,1.8657340504339093
2020-11-01,Cleveland median,3m,1.745040167724543
2020-12-01,Cleveland median,3m,1.3425378077322803
2021-01-01,Cleveland median,3m,1.579782437606836
2021-02-01,Cleveland median,3m,1.4034076862976974
2021-03-01,Cleveland median,3m,2.1169467659902796
2021-04-01,Cleveland median,3m,2.479900116788314
2021-05-01,Cleveland median,3m,2.8925581527194044
2021-06-01,Cleveland median,3m,3.065816717256631
2021-07-01,Cleveland median,3m,3.141334028664766
2021-08-01,Cleveland median,3m,3.2766242523491806
2021-09-01,Cleveland median,3m,3.280570153905127
2021-10-01,Cleveland median,3m,3.824935357743975
2021-11-01,Cleveland median,3m,4.553210424867382
2021-12-01,Cleveland median,3m,5.084390092564606
2022-01-01,Cleveland median,3m,5.103158239469918
2022-02-01,Cleveland median,3m,5.652525089867333
2022-03-01,Cleveland median,3m,5.8088242835740544
2022-04-01,Cleveland median,3m,5.391009619331255
2022-05-01,Cleveland median,3m,4.9619116604187274
2022-06-01,Cleveland median,3m,5.5085723551829835
2022-07-01,Cleveland median,3m,7.3029694510659215
2022-08-01,Cleveland median,3m,7.052666891552417
2022-09-01,Cleveland median,3m,7.026660826434372
2022-10-01,Cleveland median,3m,5.6207019688278015
2022-11-01,Cleveland median,3m,6.068483349619558
2022-12-01,Cleveland median,3m,5.263838651588637
2023-01-01,Cleveland median,3m,5.137132248259779
2023-02-01,Cleveland median,3m,5.230827998791088
2023-03-01,Cleveland median,3m,5.068165689879622
2023-04-01,Cleveland median,3m,4.956188488983204
2023-05-01,Cleveland median,3m,4.210154379577613
2023-06-01,Cleveland median,3m,4.104917153688525
2023-07-01,Cleveland median,3m,3.7229591886253965
2023-08-01,Cleveland median,3m,3.292583319356801
2023-09-01,Cleveland median,3m,3.057757776407044
2023-10-01,Cleveland median,3m,3.3854063696739045
2023-11-01,Cleveland median,3m,3.351273712745284
2023-12-01,Cleveland median,3m,3.32458933566131
2024-01-01,Cleveland median,3m,2.7061694356308896
2024-02-01,Cleveland median,3m,3.7471466726658464
2024-03-01,Cleveland median,3m,4.066019313871494
2024-04-01,Cleveland median,3m,4.709600844775119
2024-05-01,Cleveland median,3m,3.588422966673366
2024-06-01,Cleveland median,3m,3.4007341466172125
2024-07-01,Cleveland median,3m,2.8983907562525113
2024-08-01,Cleveland median,3m,2.547764422291121
2024-09-01,Cleveland median,3m,2.315305676612156
2024-10-01,Cleveland median,3m,2.7752240922667593
2024-11-01,Cleveland median,3m,3.2842121806170077
2024-12-01,Cleveland median,3m,3.302802153162143
2025-01-01,Cleveland median,3m,3.2813726071851956
2025-02-01,Cleveland median,3m,3.2005891901184746
2025-03-01,Cleveland median,3m,3.3858320992771196
2025-04-01,Cleveland median,3m,3.4600935233832564
2025-05-01,Cleveland median,3m,3.68519315172926
2025-06-01,Cleveland median,3m,3.4112403245961875
2025-07-01,Cleveland median,3m,3.3589690235974468
2025-08-01,Cleveland median,3m,2.8851253215486317
2025-09-01,Cleveland median,3m,3.244870143984868
2025-10-01,Cleveland median,3m,2.5667525443930916
2025-11-01,Cleveland median,3m,2.418948934912568
2025-12-01,Cleveland median,3m,1.8517564633227845
2026-01-01,Cleveland median,3m,2.398621526831879
2026-02-01,Cleveland median,3m,2.636179432545127
2026-03-01,Cleveland median,3m,2.887746157303228
2026-04-01,Cleveland median,3m,2.945181588726209
2026-05-01,Cleveland median,3m,2.8788782422762393
2026-06-01,Cleveland median,3m,3.157618774962123
2026-07-01,Cleveland median,3m,2.8502741194209147
1960-02-01,Cleveland median,12m,0.7413407132657035
1960-03-01,Cleveland median,12m,0.7324073674544795
1960-04-01,Cleveland median,12m,0.7324073674544795
1960-05-01,Cleveland median,12m,0.7029954532765448
1960-06-01,Cleveland median,12m,0.689256148800288
1960-07-01,Cleveland median,12m,0.4433786260045425
1960-08-01,Cleveland median,12m,0.6043471716734139
1960-09-01,Cleveland median,12m,0.6114399767475742
1960-10-01,Cleveland median,12m,0.43450376996692075
1960-11-01,Cleveland median,12m,0.42293337450021173
1960-12-01,Cleveland median,12m,0.452231128086078
1961-01-01,Cleveland median,12m,0.4563250212515024
1961-02-01,Cleveland median,12m,0.4563250212515024
1961-03-01,Cleveland median,12m,0.4563250212515024
1961-04-01,Cleveland median,12m,0.4563250212515024
1961-05-01,Cleveland median,12m,0.2346684849504399
